SeasonEp,Compound
S05E01,0.04190742049469967
S05E02,0.051124252491694375
S05E03,0.05570909090909094
S05E04,0.0036991071428571533
S05E05,0.0065984435797665384
S05E06,0.03019934853420195
S05E07,0.049212732919254674
S05E08,-0.027279642857142843
S05E09,0.08790825688073396
S05E10,-0.0806968531468531
